CVE_ENT,CVE_MUN,NOM_ENT,NOM_MUN,NOMTIPO,COBERTURA,GM,FACTOR_UNO,MUN_AFRO,PTOT,PTOT*,P3MAS,P3MAS*,PIND,PIND*,RESP,RESP*,PHLI,PHLI*,PADI,PADI*,PAFRO,PAFRO*,P3a17T,P3a17T*,P3a17I,P3a17I*,P3a17R,P3a17R*,P3a17HLI,P3a17HLI*,P3a17AI,P3a17AI*,P3a17AF,P3a17AF*,P3a5T,P3a5T*,P3a5I,P3a5I*,P3a5R,P3a5R*,P3a5HLI,P3a5HLI*,P3a5AI,P3a5AI*,P6a11T,P6a11T*,P6a11I,P6a11I*,P6a11R,P6a11R*,P6a11HLI,P6a11HLI*,P6a11AI,P6a11AI*,P12a14T,P12a14T*,P12a14I,P12a14I*,P12a14R,P12a14R*,P12a14HLI,P12a14HLI*,P12a14AI,P12a14AI*,P15a17T,P15a17T*,P15a17I,P15a17I*,P15a17R,P15a17R*,P15a17HLI,P15a17HLI*,P15a17AI,P15a17AI*,PA3a17T,PA3a17T*,PA3a17I,PA3a17I*,PA3a17R,PA3a17R*,PA3a17HLI,PA3a17HLI*,PA3a17AI,PA3a17AI*,PA3a5T,PA3a5T*,PA3a5I,PA3a5I*,PA3a5R,PA3a5R*,PA3a5HLI,PA3a5HLI*,PA3a5AI,PA3a5AI*,PA6a11T,PA6a11T*,PA6a11I,PA6a11I*,PA6a11R,PA6a11R*,PA6a11HLI,PA6a11HLI*,PA6a11AI,PA6a11AI*,PA12a14T,PA12a14T*,PA12a14I,PA12a14I*,PA12a14R,PA12a14R*,PA12a14HLI,PA12a14HLI*,PA12a14AI,PA12a14AI*,PA15a17T,PA15a17T*,PA15a17I,PA15a17I*,PA15a17R,PA15a17R*,PA15a17HLI,PA15a17HLI*,PA15a17AI,PA15a17AI*,PANALF_T,PANALF_T*,PANALF_I,PANALF_I*,PANALF_R,PANALF_R*,PANALF_HLI,PANALF_HLI*,PANALF_AI,PANALF_AI*,PANALF_AF,PANALF_AF*,PEB_20a29_T,PEB_20a29_T*,PEB_20a29_I,PEB_20a29_I*,PEB_20a29_R,PEB_20a29_R*,PEB_20a29_HLI,PEB_20a29_HLI*,PEB_20a29_AI,PEB_20a29_AI*,PEMS_20a29_T,PEMS_20a29_T*,PEMS_20a29_I,PEMS_20a29_I*,PEMS_20a29_R,PEMS_20a29_R*,PEMS_20a29_HLI,PEMS_20a29_HLI*,PEMS_20a29_AI,PEMS_20a29_AI*,P_P,P_PE,P_PM,P_VC,P_VI,P_NP
04,002,Campeche,Campeche,Municipio con presencia indígena,Municipio muestreado,Muy bajo,0,0,283025,,269126,,44390,,238635,,16691,,115523,,n.a.,,71165,,11003,,60162,,917,*,27158,,n.a.,,14783,,2871,*,11912,,73,*,5221,,27368,,4150,*,23218,,400,*,10611,,14260,,1893,*,12367,,216,*,5459,,14754,,2089,*,12665,,228,*,5867,,63849,,9464,,54385,,813,,24853,,10783,,1986,*,8797,,63,*,3982,,27032,,4148,,22884,,400,,10538,,13889,,1814,,12075,,206,,5341,,12145,,1516,,10629,,144,*,4992,,8430,,3461,*,4969,*,2755,*,5176,,n.a.,,44861,,6981,,37880,,1959,,16635,,30020,,4146,,25874,,1296,*,10012,,88417,7823,80594,79896,23656,91279
04,003,Campeche,Carmen,Municipio con presencia indígena,Municipio muestreado,Muy bajo,0,0,248303,,234998,,10437,,237866,,4452,*,59958,,n.a.,,61612,,2786,*,58826,,244,*,14468,,n.a.,,13073,,547,*,12526,,41,*,3297,*,24087,,1010,*,23077,,83,*,5328,,12653,,457,*,12196,,18,*,3140,*,11799,,772,*,11027,,102,*,2703,*,51726,,2066,,49660,,82,*,11654,,8455,,199,*,8256,,n.a.,,2035,*,23310,,970,,22340,,56,*,5164,,11478,,421,,11057,,5,*,2706,,8483,,476,*,8007,,21,*,1749,,7518,,565,*,6953,,424,*,2150,*,n.a.,,41142,,1828,,39314,,920,*,9975,,27372,,1168,*,26204,,538,*,6409,,80303,9945,70358,113864,8706,73625
04,004,Campeche,Champotón,Municipio con presencia indígena,Municipio muestreado,Medio,0,0,90244,,85023,,20219,,70025,,8089,,50853,,n.a.,,26601,,5684,,20917,,560,*,14384,,n.a.,,5614,,1076,,4538,,42,*,3114,,10471,,2072,,8399,,193,*,5600,,5401,,1220,,4181,,159,*,2937,,5115,,1316,,3799,,166,*,2733,,22490,,4661,,17829,,434,,12203,,3719,,704,,3015,,26,*,2057,,10315,,2016,,8299,,181,,5523,,4933,,1088,,3845,,140,,2678,,3523,,853,,2670,,87,*,1945,,6340,,2765,,3575,,2187,,4185,,n.a.,,11927,,2147,,9780,,521,,6591,,5449,,822,*,4627,,122,*,2852,,51448,9335,42113,25884,3610,8908
04,005,Campeche,Hecelchakán,Municipio indígena,Municipio muestreado,Medio,0,0,31230,,29357,,21569,,9661,,11285,,25257,,n.a.,,8898,,5533,,3365,,1115,,6584,,n.a.,,1930,,1166,,764,,188,*,1386,,3739,,2276,,1463,,462,,2762,,1697,,1076,,621,,229,*,1272,,1532,,1015,,517,,236,*,1164,,7631,,5106,,2525,,993,,6098,,1438,,1031,,407,,177,,1214,,3623,,2264,,1359,,459,,2750,,1474,,1030,,444,,213,,1228,,1096,,781,,315,,144,*,906,,2115,,1905,,210,*,1780,,1908,,n.a.,,4476,,3223,,1253,,1349,,3857,,2868,,2105,,763,,735,,2472,,16343,3243,13099,7538,1450,3836
04,006,Campeche,Hopelchén,Municipio indígena,Municipio muestreado,Alto,0,0,40100,,37501,,25557,,14543,,14552,,29624,,n.a.,,13072,,7536,,5536,,2021,,8775,,n.a.,,2804,,1399,,1405,,148,*,1670,,5275,,3023,,2252,,723,,3562,,2561,,1576,,985,,505,*,1803,,2432,,1538,,894,,645,,1740,,9241,,6594,,2647,,1707,,7618,,1467,,1103,,364,*,116,*,1291,,4538,,2967,,1571,,705,,3497,,1911,,1457,,454,,464,,1657,,1325,,1067,,258,*,422,,1173,,2702,,2446,,256,*,2260,,2503,,n.a.,,4301,,3193,,1108,,1605,,3849,,2019,,1477,,542,*,592,,1765,,23881,5842,18038,8377,548,1786
04,007,Campeche,Palizada,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,8971,,8500,,166,*,8805,,60,*,2463,,n.a.,,2614,,59,*,2555,,2,*,680,,n.a.,,561,,n.a.,,n.a.,,n.a.,,n.a.,,1054,,n.a.,,n.a.,,n.a.,,n.a.,,525,,n.a.,,n.a.,,n.a.,,n.a.,,474,,n.a.,,n.a.,,n.a.,,n.a.,,2335,,n.a.,,n.a.,,n.a.,,n.a.,,424,,n.a.,,n.a.,,n.a.,,n.a.,,1033,,n.a.,,n.a.,,n.a.,,n.a.,,502,,n.a.,,n.a.,,n.a.,,n.a.,,376,,n.a.,,n.a.,,n.a.,,n.a.,,624,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1100,,n.a.,,n.a.,,n.a.,,n.a.,,484,,n.a.,,n.a.,,n.a.,,n.a.,,5489,1374,4114,2651,263,689
04,008,Campeche,Tenabo,Municipio indígena,Municipio muestreado,Medio,0,0,10665,,10127,,5047,,5618,,2095,,9602,,n.a.,,2863,,1025,,1838,,42,*,2557,,n.a.,,651,,227,*,424,,6,*,578,,1176,,402,,774,,13,*,1054,,509,,176,*,333,,12,*,449,,527,,220,*,307,,11,*,476,,2594,,925,,1669,,33,*,2326,,509,,173,,336,,4,*,458,,1168,,399,,769,,13,,1047,,491,,171,,320,,12,,437,,426,,182,,244,,4,*,384,,847,,596,,251,*,456,,793,,n.a.,,1607,,765,,842,,123,,1427,,925,,452,,473,,66,*,821,,6116,988,5128,3610,341,1026
04,009,Campeche,Escárcega,Municipio con presencia indígena,Municipio muestreado,Medio,0,0,58553,,54928,,9405,,49148,,3779,,21138,,n.a.,,18272,,3065,,15207,,535,,6163,,n.a.,,3773,,473,*,3300,,60,*,1236,,7143,,1185,,5958,,193,*,2386,,3607,,670,,2937,,148,*,1253,,3749,,737,,3012,,134,*,1288,,14942,,2448,,12494,,405,,5029,,2314,,306,,2008,,50,*,748,,6972,,1148,,5824,,176,,2308,,3334,,582,,2752,,131,,1155,,2322,,412,,1910,,48,*,818,,3832,,1120,,2712,,865,,1824,,n.a.,,7813,,1025,,6788,,240,*,2619,,3413,,421,*,2992,,80,*,942,,36569,6998,29571,19888,1364,4068
04,010,Campeche,Calakmul,Municipio indígena,Municipio muestreado,Alto,0,0,28424,,26547,,11467,,16957,,7194,,19297,,n.a.,,10228,,4243,,5985,,2100,,6782,,n.a.,,2077,,819,,1258,,312,*,1389,,3823,,1585,,2238,,773,,2518,,2156,,943,,1213,,505,,1440,,2172,,896,,1276,,510,,1435,,8861,,3683,,5178,,1805,,5889,,1697,,698,,999,,277,,1166,,3770,,1556,,2214,,759,,2484,,1988,,876,,1112,,463,,1328,,1406,,553,,853,,306,,911,,2800,,1561,,1239,,1438,,2212,,n.a.,,3384,,1338,,2046,,924,,2380,,932,,403,*,529,,243,*,617,,16900,5354,11546,5429,95,313
04,011,Campeche,Candelaria,Municipio con presencia indígena,Municipio muestreado,Alto,0,0,43879,,40913,,5392,,38487,,2563,,16464,,n.a.,,14606,,1799,,12807,,562,*,5222,,n.a.,,3227,,342,*,2885,,91,*,1153,,5760,,689,*,5071,,228,*,2103,,2898,,435,*,2463,,134,*,1050,,2721,,333,*,2388,,109,*,916,,11409,,1360,,10049,,439,,4013,,1829,,195,*,1634,,59,*,678,,5545,,658,,4887,,217,,1979,,2461,,346,,2115,,111,*,862,,1574,,161,*,1413,,52,*,494,,3689,,869,,2820,,642,,1711,,n.a.,,4819,,515,,4304,,158,*,1747,,1551,,167,*,1384,,41,*,514,*,27397,7250,20147,11832,320,982
05,000,Coahuila,Total estatal,,,,,,2954915,,2789321,,13349,,2941566,,5535,,204890,,2761,,826457,,3928,*,822529,,534,*,51822,,499,*,165714,,682,*,165032,,75,*,10330,,325325,,1734,*,323591,,215,*,20758,,172077,,897,*,171180,,152,*,10320,,163341,,615,*,162726,,92,*,10414,,703615,,3326,,700289,,448,,44214,,106570,,430,*,106140,,34,*,6623,,319553,,1694,,317859,,207,,20562,,161345,,805,,160540,,137,*,9728,,116147,,397,*,115750,,70,*,7301,,41872,,234,*,41638,,214,*,3701,,131,*,423375,,1910,,421465,,890,*,28938,,230129,,1000,*,229129,,368,*,14455,,725641,61705,663936,747876,418325,1078235
05,001,Coahuila,Abasolo,Municipio sin población indígena,Municipio censado,Muy bajo,1,0,1015,,971,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,234,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,44,,n.a.,,n.a.,,n.a.,,n.a.,,85,,n.a.,,n.a.,,n.a.,,n.a.,,54,,n.a.,,n.a.,,n.a.,,n.a.,,51,,n.a.,,n.a.,,n.a.,,n.a.,,199,,n.a.,,n.a.,,n.a.,,n.a.,,29,,n.a.,,n.a.,,n.a.,,n.a.,,80,,n.a.,,n.a.,,n.a.,,n.a.,,49,,n.a.,,n.a.,,n.a.,,n.a.,,41,,n.a.,,n.a.,,n.a.,,n.a.,,20,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,106,,n.a.,,n.a.,,n.a.,,n.a.,,48,,n.a.,,n.a.,,n.a.,,n.a.,,40,1,39,749,11,221
05,002,Coahuila,Acuña,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,147809,,138894,,1118,*,146691,,396,*,5723,,n.a.,,43792,,363,*,43429,,15,*,1261,*,n.a.,,8559,,n.a.,,n.a.,,n.a.,,n.a.,,16639,,n.a.,,n.a.,,n.a.,,n.a.,,10026,,n.a.,,n.a.,,n.a.,,n.a.,,8568,,n.a.,,n.a.,,n.a.,,n.a.,,35367,,n.a.,,n.a.,,n.a.,,n.a.,,4686,,n.a.,,n.a.,,n.a.,,n.a.,,15917,,n.a.,,n.a.,,n.a.,,n.a.,,9106,,n.a.,,n.a.,,n.a.,,n.a.,,5658,,n.a.,,n.a.,,n.a.,,n.a.,,1791,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,19726,,n.a.,,n.a.,,n.a.,,n.a.,,8530,,n.a.,,n.a.,,n.a.,,n.a.,,37505,2313,35193,30154,32008,49356
05,003,Coahuila,Allende,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,22654,,21443,,63,*,22591,,32,*,290,*,n.a.,,6574,,21,*,6553,,6,*,55,*,n.a.,,1355,,n.a.,,n.a.,,n.a.,,n.a.,,2494,,n.a.,,n.a.,,n.a.,,n.a.,,1363,,n.a.,,n.a.,,n.a.,,n.a.,,1362,,n.a.,,n.a.,,n.a.,,n.a.,,5396,,n.a.,,n.a.,,n.a.,,n.a.,,742,,n.a.,,n.a.,,n.a.,,n.a.,,2461,,n.a.,,n.a.,,n.a.,,n.a.,,1288,,n.a.,,n.a.,,n.a.,,n.a.,,905,,n.a.,,n.a.,,n.a.,,n.a.,,330,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,3161,,n.a.,,n.a.,,n.a.,,n.a.,,1283,,n.a.,,n.a.,,n.a.,,n.a.,,6413,308,6106,4890,4441,7074
05,004,Coahuila,Arteaga,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,23271,,21940,,58,*,23213,,36,*,2193,,n.a.,,6734,,16,*,6718,,10,*,565,*,n.a.,,1342,,n.a.,,n.a.,,n.a.,,n.a.,,2608,,n.a.,,n.a.,,n.a.,,n.a.,,1475,,n.a.,,n.a.,,n.a.,,n.a.,,1309,,n.a.,,n.a.,,n.a.,,n.a.,,5673,,n.a.,,n.a.,,n.a.,,n.a.,,852,,n.a.,,n.a.,,n.a.,,n.a.,,2573,,n.a.,,n.a.,,n.a.,,n.a.,,1389,,n.a.,,n.a.,,n.a.,,n.a.,,859,,n.a.,,n.a.,,n.a.,,n.a.,,874,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2610,,n.a.,,n.a.,,n.a.,,n.a.,,1072,,n.a.,,n.a.,,n.a.,,n.a.,,9039,1039,8000,6300,2265,4418
05,005,Coahuila,Candela,Municipio con población indígena dispera,Municipio censado,Bajo,1,0,1720,,1633,,5,,1715,,3,,72,,n.a.,,488,,0,,488,,0,,13,,n.a.,,99,,n.a.,,n.a.,,n.a.,,n.a.,,199,,n.a.,,n.a.,,n.a.,,n.a.,,92,,n.a.,,n.a.,,n.a.,,n.a.,,98,,n.a.,,n.a.,,n.a.,,n.a.,,395,,n.a.,,n.a.,,n.a.,,n.a.,,47,,n.a.,,n.a.,,n.a.,,n.a.,,194,,n.a.,,n.a.,,n.a.,,n.a.,,84,,n.a.,,n.a.,,n.a.,,n.a.,,70,,n.a.,,n.a.,,n.a.,,n.a.,,81,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,137,,n.a.,,n.a.,,n.a.,,n.a.,,88,,n.a.,,n.a.,,n.a.,,n.a.,,244,39,205,1167,19,297
05,006,Coahuila,Castaños,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,28068,,26491,,35,*,28033,,15,*,848,,n.a.,,7973,,11,*,7962,,5,*,143,*,n.a.,,1628,,n.a.,,n.a.,,n.a.,,n.a.,,3087,,n.a.,,n.a.,,n.a.,,n.a.,,1631,,n.a.,,n.a.,,n.a.,,n.a.,,1627,,n.a.,,n.a.,,n.a.,,n.a.,,6699,,n.a.,,n.a.,,n.a.,,n.a.,,970,,n.a.,,n.a.,,n.a.,,n.a.,,3017,,n.a.,,n.a.,,n.a.,,n.a.,,1524,,n.a.,,n.a.,,n.a.,,n.a.,,1188,,n.a.,,n.a.,,n.a.,,n.a.,,366,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,4101,,n.a.,,n.a.,,n.a.,,n.a.,,2269,,n.a.,,n.a.,,n.a.,,n.a.,,6743,439,6304,6028,5527,10764
05,007,Coahuila,Cuatro Ciénegas,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,13546,,12758,,48,*,13498,,16,*,923,,n.a.,,4140,,8,*,4132,,0,,306,*,n.a.,,736,,n.a.,,n.a.,,n.a.,,n.a.,,1623,,n.a.,,n.a.,,n.a.,,n.a.,,914,,n.a.,,n.a.,,n.a.,,n.a.,,867,,n.a.,,n.a.,,n.a.,,n.a.,,3445,,n.a.,,n.a.,,n.a.,,n.a.,,443,,n.a.,,n.a.,,n.a.,,n.a.,,1596,,n.a.,,n.a.,,n.a.,,n.a.,,814,,n.a.,,n.a.,,n.a.,,n.a.,,592,,n.a.,,n.a.,,n.a.,,n.a.,,388,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1539,,n.a.,,n.a.,,n.a.,,n.a.,,699,,n.a.,,n.a.,,n.a.,,n.a.,,5552,520,5033,4003,1676,2937
05,008,Coahuila,Escobedo,Municipio con población indígena dispera,Municipio censado,Bajo,0,0,3077,,2884,,3,*,3074,,3,*,73,*,n.a.,,870,,2,*,868,,2,*,11,*,n.a.,,192,,n.a.,,n.a.,,n.a.,,n.a.,,337,,n.a.,,n.a.,,n.a.,,n.a.,,167,,n.a.,,n.a.,,n.a.,,n.a.,,174,,n.a.,,n.a.,,n.a.,,n.a.,,731,,n.a.,,n.a.,,n.a.,,n.a.,,134,,n.a.,,n.a.,,n.a.,,n.a.,,328,,n.a.,,n.a.,,n.a.,,n.a.,,157,,n.a.,,n.a.,,n.a.,,n.a.,,112,*,n.a.,,n.a.,,n.a.,,n.a.,,71,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,400,,n.a.,,n.a.,,n.a.,,n.a.,,166,*,n.a.,,n.a.,,n.a.,,n.a.,,1695,168,1527,811,291,296
05,009,Coahuila,Francisco I. Madero,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,58360,,55022,,178,*,58182,,91,*,4415,,n.a.,,17035,,55,*,16980,,17,*,1237,,n.a.,,3416,,n.a.,,n.a.,,n.a.,,n.a.,,6316,,n.a.,,n.a.,,n.a.,,n.a.,,3754,,n.a.,,n.a.,,n.a.,,n.a.,,3549,,n.a.,,n.a.,,n.a.,,n.a.,,14320,,n.a.,,n.a.,,n.a.,,n.a.,,2065,,n.a.,,n.a.,,n.a.,,n.a.,,6228,,n.a.,,n.a.,,n.a.,,n.a.,,3449,,n.a.,,n.a.,,n.a.,,n.a.,,2578,,n.a.,,n.a.,,n.a.,,n.a.,,1547,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,7667,,n.a.,,n.a.,,n.a.,,n.a.,,4209,,n.a.,,n.a.,,n.a.,,n.a.,,20818,1816,19002,16621,8925,12048
05,010,Coahuila,Frontera,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,80991,,76362,,250,*,80741,,75,*,4669,,n.a.,,22600,,105,*,22495,,6,*,1161,*,n.a.,,4578,,n.a.,,n.a.,,n.a.,,n.a.,,8909,,n.a.,,n.a.,,n.a.,,n.a.,,4574,,n.a.,,n.a.,,n.a.,,n.a.,,4539,,n.a.,,n.a.,,n.a.,,n.a.,,18986,,n.a.,,n.a.,,n.a.,,n.a.,,2738,,n.a.,,n.a.,,n.a.,,n.a.,,8772,,n.a.,,n.a.,,n.a.,,n.a.,,4268,,n.a.,,n.a.,,n.a.,,n.a.,,3208,,n.a.,,n.a.,,n.a.,,n.a.,,839,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,12113,,n.a.,,n.a.,,n.a.,,n.a.,,6596,,n.a.,,n.a.,,n.a.,,n.a.,,15188,1024,14164,21865,9388,36117
05,011,Coahuila,General Cepeda,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,12471,,11716,,14,*,12457,,10,*,1080,,n.a.,,3571,,4,*,3567,,2,*,263,*,n.a.,,676,,n.a.,,n.a.,,n.a.,,n.a.,,1480,,n.a.,,n.a.,,n.a.,,n.a.,,731,,n.a.,,n.a.,,n.a.,,n.a.,,684,,n.a.,,n.a.,,n.a.,,n.a.,,2950,,n.a.,,n.a.,,n.a.,,n.a.,,412,,n.a.,,n.a.,,n.a.,,n.a.,,1456,,n.a.,,n.a.,,n.a.,,n.a.,,680,,n.a.,,n.a.,,n.a.,,n.a.,,402,,n.a.,,n.a.,,n.a.,,n.a.,,576,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1579,,n.a.,,n.a.,,n.a.,,n.a.,,547,,n.a.,,n.a.,,n.a.,,n.a.,,5285,373,4912,2054,2370,1352
05,012,Coahuila,Guerrero,Municipio con población indígena dispera,Municipio censado,Bajo,1,0,1697,,1610,,32,,1665,,10,,130,,n.a.,,480,,12,,468,,1,,33,,n.a.,,93,,n.a.,,n.a.,,n.a.,,n.a.,,178,,n.a.,,n.a.,,n.a.,,n.a.,,113,,n.a.,,n.a.,,n.a.,,n.a.,,96,,n.a.,,n.a.,,n.a.,,n.a.,,403,,n.a.,,n.a.,,n.a.,,n.a.,,50,,n.a.,,n.a.,,n.a.,,n.a.,,174,,n.a.,,n.a.,,n.a.,,n.a.,,110,,n.a.,,n.a.,,n.a.,,n.a.,,69,,n.a.,,n.a.,,n.a.,,n.a.,,82,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,160,,n.a.,,n.a.,,n.a.,,n.a.,,53,,n.a.,,n.a.,,n.a.,,n.a.,,768,101,667,586,143,209
05,013,Coahuila,Hidalgo,Municipio sin población indígena,Municipio censado,Bajo,0,0,1565,,1458,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,552,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,107,,n.a.,,n.a.,,n.a.,,n.a.,,246,,n.a.,,n.a.,,n.a.,,n.a.,,125,,n.a.,,n.a.,,n.a.,,n.a.,,74,,n.a.,,n.a.,,n.a.,,n.a.,,456,,n.a.,,n.a.,,n.a.,,n.a.,,52,*,n.a.,,n.a.,,n.a.,,n.a.,,244,,n.a.,,n.a.,,n.a.,,n.a.,,112,,n.a.,,n.a.,,n.a.,,n.a.,,48,*,n.a.,,n.a.,,n.a.,,n.a.,,67,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,153,,n.a.,,n.a.,,n.a.,,n.a.,,69,*,n.a.,,n.a.,,n.a.,,n.a.,,498,62,436,718,75,283
05,014,Coahuila,Jiménez,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,10243,,9609,,2,*,10241,,2,*,182,*,n.a.,,2877,,2,*,2875,,2,*,42,*,n.a.,,565,,n.a.,,n.a.,,n.a.,,n.a.,,1076,,n.a.,,n.a.,,n.a.,,n.a.,,591,,n.a.,,n.a.,,n.a.,,n.a.,,645,,n.a.,,n.a.,,n.a.,,n.a.,,2293,,n.a.,,n.a.,,n.a.,,n.a.,,306,,n.a.,,n.a.,,n.a.,,n.a.,,1040,,n.a.,,n.a.,,n.a.,,n.a.,,514,,n.a.,,n.a.,,n.a.,,n.a.,,433,,n.a.,,n.a.,,n.a.,,n.a.,,278,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1133,,n.a.,,n.a.,,n.a.,,n.a.,,445,,n.a.,,n.a.,,n.a.,,n.a.,,4620,543,4078,3028,1234,1459
05,015,Coahuila,Juárez,Municipio sin población indígena,Municipio censado,Bajo,1,0,1574,,1479,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,411,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,84,,n.a.,,n.a.,,n.a.,,n.a.,,152,,n.a.,,n.a.,,n.a.,,n.a.,,78,,n.a.,,n.a.,,n.a.,,n.a.,,97,,n.a.,,n.a.,,n.a.,,n.a.,,363,,n.a.,,n.a.,,n.a.,,n.a.,,69,,n.a.,,n.a.,,n.a.,,n.a.,,151,,n.a.,,n.a.,,n.a.,,n.a.,,74,,n.a.,,n.a.,,n.a.,,n.a.,,69,,n.a.,,n.a.,,n.a.,,n.a.,,24,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,189,,n.a.,,n.a.,,n.a.,,n.a.,,89,,n.a.,,n.a.,,n.a.,,n.a.,,414,12,402,1022,26,119
05,016,Coahuila,Lamadrid,Municipio con población indígena dispera,Municipio censado,Bajo,1,1,1773,,1683,,2,,1771,,2,,36,,7,,444,,1,,443,,1,,6,,0,,81,,n.a.,,n.a.,,n.a.,,n.a.,,172,,n.a.,,n.a.,,n.a.,,n.a.,,102,,n.a.,,n.a.,,n.a.,,n.a.,,89,,n.a.,,n.a.,,n.a.,,n.a.,,387,,n.a.,,n.a.,,n.a.,,n.a.,,46,,n.a.,,n.a.,,n.a.,,n.a.,,167,,n.a.,,n.a.,,n.a.,,n.a.,,99,,n.a.,,n.a.,,n.a.,,n.a.,,75,,n.a.,,n.a.,,n.a.,,n.a.,,49,,n.a.,,n.a.,,n.a.,,n.a.,,0,,196,,n.a.,,n.a.,,n.a.,,n.a.,,124,,n.a.,,n.a.,,n.a.,,n.a.,,254,6,249,958,85,486
05,017,Coahuila,Matamoros,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,108950,,102657,,94,*,108856,,44,*,10766,,n.a.,,33299,,36,*,33263,,4,*,2959,,n.a.,,5971,,n.a.,,n.a.,,n.a.,,n.a.,,13105,,n.a.,,n.a.,,n.a.,,n.a.,,7040,,n.a.,,n.a.,,n.a.,,n.a.,,7183,,n.a.,,n.a.,,n.a.,,n.a.,,27679,,n.a.,,n.a.,,n.a.,,n.a.,,3718,,n.a.,,n.a.,,n.a.,,n.a.,,12879,,n.a.,,n.a.,,n.a.,,n.a.,,6571,,n.a.,,n.a.,,n.a.,,n.a.,,4511,,n.a.,,n.a.,,n.a.,,n.a.,,2397,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,14085,,n.a.,,n.a.,,n.a.,,n.a.,,6866,,n.a.,,n.a.,,n.a.,,n.a.,,38711,3880,34831,26500,18531,24761
05,018,Coahuila,Monclova,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,231107,,218969,,646,*,230461,,268,*,15807,,n.a.,,61536,,210,*,61326,,58,*,3709,*,n.a.,,13003,,n.a.,,n.a.,,n.a.,,n.a.,,23582,,n.a.,,n.a.,,n.a.,,n.a.,,12627,,n.a.,,n.a.,,n.a.,,n.a.,,12324,,n.a.,,n.a.,,n.a.,,n.a.,,53437,,n.a.,,n.a.,,n.a.,,n.a.,,8565,,n.a.,,n.a.,,n.a.,,n.a.,,23340,,n.a.,,n.a.,,n.a.,,n.a.,,12073,,n.a.,,n.a.,,n.a.,,n.a.,,9459,,n.a.,,n.a.,,n.a.,,n.a.,,2263,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,32592,,n.a.,,n.a.,,n.a.,,n.a.,,19762,,n.a.,,n.a.,,n.a.,,n.a.,,40683,2346,38337,47210,36029,106501
05,019,Coahuila,Morelos,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,8599,,8100,,25,*,8574,,4,*,263,*,n.a.,,2466,,6,*,2460,,0,,60,*,n.a.,,493,,n.a.,,n.a.,,n.a.,,n.a.,,1031,,n.a.,,n.a.,,n.a.,,n.a.,,471,,n.a.,,n.a.,,n.a.,,n.a.,,471,,n.a.,,n.a.,,n.a.,,n.a.,,2101,,n.a.,,n.a.,,n.a.,,n.a.,,311,,n.a.,,n.a.,,n.a.,,n.a.,,1006,,n.a.,,n.a.,,n.a.,,n.a.,,445,,n.a.,,n.a.,,n.a.,,n.a.,,339,,n.a.,,n.a.,,n.a.,,n.a.,,155,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1116,,n.a.,,n.a.,,n.a.,,n.a.,,407,,n.a.,,n.a.,,n.a.,,n.a.,,3290,395,2895,1403,2078,1875
